Transaction_Amount,Transaction_Type,Account_Balance,Device_Type,IP_Address_Flag,Previous_Fraudulent_Activity,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Card_Type,Transaction_Distance,Authentication_Method,Is_Weekend,Fraud_Label,Year,Month,Day,Hour,Minute,Second
34.24,1,46243.98,2,0,1,11,312.72,4,0,1071.58,2,0,1,2023,6,10,14,46,0
16.72,3,63328.91,0,0,0,10,437.52,1,1,1384.96,2,0,0,2023,4,9,23,57,0
277.19,2,23361.11,0,0,0,4,280.5,0,0,384.49,2,0,0,2023,4,18,10,9,0
105.09,1,31714.65,0,0,0,7,434.58,3,2,2262.25,2,0,0,2023,4,13,20,5,0
3.12,3,28470.61,0,0,0,8,460.27,4,3,2853.27,0,1,1,2023,5,22,20,41,0
55.87,0,50125.76,0,0,0,4,120.39,2,1,2038.73,0,0,0,2023,10,21,7,53,0
45.62,1,66951.02,2,0,0,8,130.7,3,1,1646.28,2,0,0,2023,2,27,17,11,0
37.56,2,88556.26,1,0,0,9,313.34,4,0,4197.58,1,0,1,2023,4,10,4,13,0
130.07,3,24094.77,1,0,0,3,189.69,4,0,3060.19,3,1,1,2023,3,22,19,22,0
214.38,3,28258.85,0,0,0,10,440.62,1,3,4959.56,2,0,0,2023,2,20,12,46,0
9.11,2,23472.85,2,0,0,10,66.91,0,3,3322.46,3,0,0,2023,8,29,23,21,0
33.72,0,61802.49,2,0,0,3,170.3,2,0,4752.69,1,0,0,2023,12,22,6,20,0
44.67,1,26904.52,1,0,0,11,19.31,2,2,2959.48,3,1,0,2023,7,16,14,7,0
57.97,0,13151.67,1,1,0,7,317.66,4,1,3876.51,0,0,1,2023,10,4,12,6,0
207.67,1,58470.99,2,0,0,14,360.61,1,3,12.24,0,0,0,2023,3,19,8,4,0
334.66,3,80676.27,1,0,0,12,175.9,2,3,550.15,0,0,0,2023,9,11,13,13,0
183.17,1,42024.83,1,0,1,11,339.24,0,2,1791.88,1,0,0,2023,8,19,14,39,0
18.85,1,19662.95,0,0,0,10,127.39,4,1,1592.06,3,0,1,2023,1,30,9,39,0
24.43,0,20442.86,0,0,0,5,77.53,2,3,233.67,2,0,0,2023,6,17,5,28,0
416.79,2,60044.58,1,0,0,7,44.56,1,2,2886.96,1,0,0,2023,6,24,20,8,0
38.12,3,35780.97,2,0,0,8,13.54,4,2,2288.98,2,0,1,2023,9,5,1,30,0
129.45,1,74642.78,2,0,0,11,144.45,1,2,2968.34,0,0,0,2023,6,4,14,59,0
154.9,3,54240.41,1,0,0,5,69.05,2,2,3461.51,2,0,1,2023,9,29,21,14,0
29.79,3,58094.28,0,0,0,14,20.37,2,3,900.31,3,1,0,2023,4,27,1,43,0
103.73,1,15155.49,0,0,0,11,490.49,4,2,3414.75,3,0,1,2023,6,15,10,27,0
5.81,2,24142.77,1,0,0,9,196.89,1,0,1915.44,1,1,0,2023,2,12,19,37,0
24.76,1,90665.55,0,0,0,6,424.95,4,2,4579.47,0,0,1,2023,8,13,15,58,0
120.99,3,28611.04,0,0,0,12,328.22,0,1,1223.02,0,1,0,2023,1,15,9,38,0
362.97,3,25246.1,1,0,1,3,458.83,3,1,3796.29,0,0,0,2023,5,21,0,57,0
118.64,3,3190.23,0,0,0,7,247.73,3,2,2567.11,0,0,0,2023,12,4,8,0,0
65.9,1,12379.52,2,0,0,14,36.63,1,3,3702.66,2,0,0,2023,12,12,18,56,0
208.31,1,83493.92,0,0,0,14,99.03,2,0,3514.05,2,0,0,2023,3,29,10,12,0
26.62,3,93909.42,2,0,1,8,405.16,4,0,3331.17,1,1,1,2023,5,16,23,11,0
2.76,1,49816.31,2,0,0,7,28.09,1,3,1901.95,0,0,0,2023,7,19,7,10,0
125.34,2,78176.12,2,0,0,3,304.45,4,3,1301.22,1,0,1,2023,8,29,20,31,0
229.48,1,69044.05,1,0,0,14,169.53,4,0,3867.99,3,0,1,2023,12,13,6,9,0
80.7,1,87511.18,0,0,0,11,94.81,4,3,2866.11,2,0,1,2023,10,18,7,41,0
31.96,3,93058.78,2,0,0,9,51.7,2,1,3359.77,3,1,0,2023,6,25,11,59,0
33.32,2,2073.86,1,1,0,10,138.75,0,3,1525.54,3,0,0,2023,5,17,2,27,0
8.02,1,22180.29,2,0,0,5,60.09,1,1,4346.46,0,1,1,2023,2,4,0,14,0
226.51,1,28357.43,2,0,0,14,199.22,4,3,404.08,3,1,1,2023,10,11,3,37,0
3.87,0,8379.33,2,0,0,8,206.54,0,2,1576.31,1,1,0,2023,6,2,10,18,0
17.31,3,33179.93,1,0,0,13,104.3,1,2,177.43,0,0,0,2023,2,22,12,25,0
2.89,2,12931.81,2,0,0,11,466.14,0,3,4784.59,0,1,0,2023,11,23,16,48,0
125.2,3,38099.55,1,0,0,14,494.18,1,3,2661.31,2,0,0,2023,7,17,18,31,0
42.43,1,13036.37,0,0,0,1,404.24,0,1,3889.17,1,0,0,2023,2,18,7,16,0
175.13,2,66127.39,0,0,0,8,254.23,3,0,423.86,3,1,0,2023,1,9,22,36,0
327.96,1,47862.08,0,0,0,2,42.97,0,3,1199.7,2,0,0,2023,12,28,12,41,0
113.03,1,28110.41,1,0,0,1,258.12,4,1,3659.06,0,0,1,2023,1,7,1,21,0
241.62,3,98632.97,2,0,0,4,31.72,0,1,15.15,2,0,0,2023,10,5,11,43,0
23.78,2,6697.32,0,0,0,10,200.49,1,0,3971.0,3,1,0,2023,5,18,11,5,0
106.2,2,57664.53,0,0,0,4,322.49,0,0,2606.23,0,0,1,2023,10,12,8,33,0
7.02,0,20166.19,0,0,0,14,186.4,2,0,1516.41,2,1,0,2023,9,16,5,58,0
25.06,3,91978.68,0,0,0,7,133.81,3,3,4739.2,0,0,0,2023,8,20,15,0,0
95.48,0,68856.69,1,0,1,12,404.89,2,0,3705.05,1,1,0,2023,7,24,1,29,0
84.85,3,69779.31,1,0,0,14,116.03,1,1,2658.25,0,0,0,2023,7,6,22,50,0
195.18,2,31783.23,0,0,0,3,111.72,1,3,4629.47,1,0,0,2023,11,25,2,12,0
12.44,2,94990.46,2,0,0,9,110.85,1,1,704.13,0,0,0,2023,8,8,9,54,0
116.89,3,75765.83,1,0,0,8,135.81,4,2,3677.0,3,0,1,2023,2,23,14,22,0
125.12,2,89099.51,0,0,0,7,41.56,0,2,2447.53,3,0,0,2023,9,5,3,5,0
197.18,2,56725.91,1,0,0,5,373.88,1,1,4890.18,1,0,0,2023,11,6,5,28,0
121.01,1,13221.66,1,0,0,1,303.57,4,0,3111.55,2,1,1,2023,7,20,3,10,0
248.4,1,4078.71,2,0,0,12,350.25,3,0,155.47,1,0,0,2023,1,22,6,54,0
170.04,3,66881.41,2,0,0,6,199.29,0,0,1029.18,0,0,0,2023,2,11,14,29,0
64.2,2,10571.26,0,0,0,14,301.44,1,3,4716.8,3,0,0,2023,6,19,14,46,0
12.51,2,34806.59,1,0,0,4,11.88,0,2,1878.49,2,0,1,2023,8,5,18,2,0
87.1,3,21936.45,2,0,0,12,245.41,3,1,3154.84,3,0,0,2023,6,28,11,40,0
14.07,2,75446.23,1,0,0,3,360.03,3,3,3052.62,0,0,0,2023,3,14,23,47,0
44.57,2,50975.78,0,0,0,11,97.28,0,2,4557.48,3,0,0,2023,4,1,23,12,0
504.95,2,12488.14,1,0,0,3,399.06,3,3,1176.25,0,1,0,2023,11,28,20,22,0
42.75,1,47449.63,1,0,0,6,343.85,4,3,626.67,0,1,1,2023,4,28,14,9,0
332.05,1,68423.59,2,0,0,4,193.0,3,0,3854.58,3,0,0,2023,1,17,13,53,0
190.89,1,70680.67,2,0,0,6,45.8,4,0,1847.17,0,0,1,2023,10,14,11,40,0
1.26,1,12903.31,1,0,0,3,291.03,4,0,4063.86,0,0,1,2023,10,4,13,1,0
0.3,0,10033.24,0,0,0,2,197.82,2,2,1631.0,1,1,1,2023,5,24,4,14,0
33.65,2,8562.23,0,0,0,9,196.99,4,1,2147.32,1,0,1,2023,1,24,15,12,0
50.7,3,79371.27,1,0,0,8,231.48,3,0,376.15,2,0,0,2023,7,27,15,13,0
22.77,3,33021.77,0,0,0,2,432.7,1,1,3594.62,1,0,1,2023,1,22,5,53,0
67.9,2,15741.28,2,0,0,10,196.73,0,1,1530.06,0,0,0,2023,9,13,10,19,0
70.12,3,37382.22,0,0,0,4,298.22,1,0,2518.68,2,1,0,2023,1,19,14,10,0
12.82,0,83102.28,0,0,0,9,496.79,4,3,1158.31,1,0,1,2023,5,17,14,49,0
119.17,0,69687.1,2,0,0,9,55.75,4,0,2562.11,0,1,1,2023,9,13,22,11,0
67.47,2,62891.51,2,0,0,6,181.43,3,2,2589.35,3,0,0,2023,11,23,3,33,0
173.36,1,12885.52,0,0,1,7,183.03,2,1,6.34,0,0,0,2023,8,5,21,32,0
61.78,0,30325.37,2,0,0,3,349.29,4,0,3813.46,1,0,1,2023,6,23,11,7,0
4.05,3,42771.92,0,0,0,11,194.85,4,3,1528.4,1,0,1,2023,12,21,6,24,0
127.19,3,72688.28,1,0,0,4,263.33,2,2,3058.19,2,1,0,2023,1,7,2,31,0
37.23,1,61227.66,0,0,0,2,293.2,0,1,370.43,3,0,0,2023,12,27,10,46,0
14.55,3,84646.94,1,0,0,9,88.62,0,2,1596.77,1,0,0,2023,12,9,1,46,0
10.24,3,50370.35,2,0,0,3,395.92,2,1,4361.63,3,0,0,2023,10,8,19,13,0
15.65,2,29247.04,2,0,0,1,73.13,2,0,4176.66,0,1,0,2023,5,2,15,14,0
225.82,3,78103.03,1,1,0,10,404.01,3,1,1050.2,0,0,0,2023,5,21,5,8,0
90.08,0,27009.88,0,0,0,13,494.72,0,0,3338.16,0,1,0,2023,5,13,4,14,0
228.48,1,92271.88,2,0,0,14,199.35,2,2,3296.76,0,0,0,2023,4,24,16,37,0
59.08,0,70239.68,2,1,0,6,429.02,4,0,1389.86,1,0,1,2023,3,27,14,40,0
248.34,3,69180.7,1,0,0,5,266.45,3,0,1731.77,2,0,0,2023,10,28,21,56,0
4.55,2,82545.12,2,0,0,5,458.3,1,1,2271.75,1,0,0,2023,7,29,11,34,0
183.58,0,95858.63,1,0,0,5,92.11,4,0,158.02,2,1,1,2023,3,17,5,19,0
57.19,1,94475.96,1,0,0,9,423.22,3,2,3215.86,2,0,0,2023,12,14,7,10,0
50.32,1,27450.9,0,0,1,3,83.58,3,0,4408.31,3,1,0,2023,11,15,13,42,0
15.13,3,3371.34,2,0,0,14,486.05,4,0,4194.47,3,0,1,2023,9,12,11,48,0
332.86,0,59995.72,0,0,0,9,477.24,0,3,1031.38,2,0,1,2023,9,5,9,13,0
34.74,1,91517.7,0,0,0,13,181.36,3,0,1028.5,3,0,1,2023,6,21,8,52,0
222.04,2,61475.92,0,1,0,13,346.01,3,2,618.82,2,1,1,2023,10,8,13,52,0
204.06,0,85461.85,0,0,0,4,182.4,3,0,4790.47,2,0,0,2023,11,15,5,11,0
38.4,2,40426.57,1,0,0,2,492.4,0,3,1039.84,1,1,0,2023,7,8,5,9,0
212.68,0,49414.73,1,1,0,7,88.07,2,0,4436.78,2,1,0,2023,8,5,21,49,0
48.28,3,49520.51,0,0,0,3,440.21,4,0,270.17,2,0,1,2023,12,29,17,40,0
157.13,1,79856.9,2,0,0,13,394.54,3,1,4467.65,1,0,0,2023,6,28,22,18,0
23.38,1,39992.12,2,0,0,5,51.94,2,1,130.61,2,0,0,2023,8,28,5,24,0
22.14,2,9247.77,0,0,0,1,84.88,3,1,4415.97,3,1,1,2023,8,22,4,55,0
58.71,2,60020.22,1,0,0,10,356.16,3,2,703.44,1,0,0,2023,1,8,13,20,0
48.31,1,46936.74,1,0,0,2,100.77,1,1,1606.27,1,1,0,2023,5,13,14,6,0
38.75,1,51953.81,0,0,0,5,30.2,4,1,2081.48,1,0,1,2023,2,5,10,17,0
100.33,3,75314.2,1,1,0,10,260.92,0,2,1086.96,0,0,0,2023,6,23,21,3,0
230.48,2,84875.0,1,0,0,11,394.44,0,2,3344.29,1,0,0,2023,2,4,9,23,0
59.57,3,45598.56,2,0,0,4,252.6,3,0,1754.31,0,0,0,2023,6,14,16,19,0
30.16,1,24053.03,0,0,0,2,494.33,3,2,2478.85,2,0,0,2023,2,3,15,50,0
4.46,1,4014.04,0,0,0,6,372.42,0,2,1202.95,2,1,0,2023,6,10,10,10,0
31.6,3,99387.98,0,0,0,14,257.08,4,2,4289.96,2,0,1,2023,6,14,3,9,0
3.26,1,9782.29,0,0,0,8,317.17,4,0,2032.71,2,1,1,2023,7,30,0,25,0
41.92,0,43212.93,2,0,0,5,281.92,4,1,4199.41,3,0,1,2023,8,9,2,57,0
8.8,3,29726.12,1,0,0,10,50.14,3,0,2166.93,0,0,0,2023,11,12,7,51,0
353.96,0,8062.27,0,0,0,3,115.17,2,0,1733.98,3,1,0,2023,10,3,2,8,0
37.55,2,85058.49,1,0,0,2,341.95,3,3,782.33,1,1,0,2023,5,23,16,1,0
132.22,2,56498.39,0,0,0,7,53.17,3,1,4494.63,0,0,0,2023,8,30,8,25,0
42.29,3,62346.7,1,0,0,2,363.97,0,1,1433.66,2,0,0,2023,5,18,17,35,0
75.73,0,54883.83,0,0,0,14,173.81,1,0,2553.55,1,0,0,2023,3,10,11,3,0
47.09,1,67923.75,1,0,0,10,141.38,0,2,1294.61,1,0,0,2023,3,21,16,11,0
45.74,3,45722.34,1,0,0,7,55.69,2,2,4225.33,0,0,0,2023,5,18,11,50,0
184.89,0,38068.24,0,0,0,2,311.24,0,2,2308.33,2,0,0,2023,7,24,15,37,0
453.94,0,59849.32,1,0,0,7,318.44,0,2,903.86,0,1,0,2023,6,28,9,21,0
181.24,2,75317.47,1,0,0,8,95.42,4,1,4396.26,2,1,1,2023,1,7,18,4,0
74.76,1,19968.08,0,0,0,10,208.18,3,3,4301.23,0,1,0,2023,12,31,7,1,0
133.07,3,33707.76,1,0,1,12,266.74,0,1,2312.77,2,0,0,2023,9,20,9,17,0
110.64,2,63484.38,2,0,0,3,169.52,0,3,4897.09,3,0,0,2023,7,1,7,32,0
35.85,2,12767.74,0,0,0,10,199.88,1,0,4466.6,0,1,1,2023,3,6,7,26,0
62.78,3,54245.59,1,0,0,12,25.76,3,0,3817.91,3,0,0,2023,12,10,10,47,0
157.31,3,81032.69,2,0,0,10,494.26,3,0,3398.49,2,0,0,2023,12,3,19,19,0
136.42,2,50472.87,1,0,0,4,249.11,2,1,1919.29,3,0,0,2023,10,25,3,4,0
18.24,2,84772.27,0,0,0,3,496.97,4,1,2771.75,3,0,1,2023,6,23,19,59,0
35.51,3,63670.07,2,0,0,3,365.6,1,0,2800.18,2,0,0,2023,12,6,0,16,0
83.79,0,39291.94,0,0,0,12,11.08,4,2,2266.08,3,0,1,2023,10,10,12,37,0
142.57,1,84849.03,2,0,0,2,493.23,2,1,2299.92,3,1,0,2023,10,7,6,55,0
24.45,0,78195.93,2,0,0,14,194.56,1,0,4195.09,3,0,0,2023,6,28,0,55,0
168.11,3,80669.88,0,0,0,8,487.92,1,1,3055.62,1,1,1,2023,1,9,16,45,0
187.69,0,81716.13,1,0,0,11,226.96,2,2,2090.95,2,0,0,2023,5,9,1,29,0
8.08,0,40605.71,0,0,0,7,23.05,0,1,2285.12,3,0,0,2023,7,1,19,0,0
199.46,2,28263.6,1,0,0,1,471.27,3,0,139.12,1,0,1,2023,11,16,6,25,0
89.36,3,21640.4,2,0,0,7,383.79,4,3,96.6,0,0,1,2023,8,25,1,21,0
40.35,1,64589.86,1,0,0,13,150.77,0,2,2732.89,1,0,0,2023,10,3,20,59,0
0.92,0,14640.12,2,0,1,11,125.33,1,1,616.98,1,0,1,2023,12,26,18,4,0
13.74,1,86175.69,1,0,1,2,450.02,4,1,2601.37,3,0,1,2023,4,24,8,44,0
29.48,3,71116.74,1,0,0,7,289.04,1,1,2966.1,2,0,0,2023,7,11,16,23,0
30.38,1,49815.55,1,0,0,4,62.67,2,1,4763.15,0,1,0,2023,1,13,9,35,0
72.64,3,18258.93,0,0,0,11,88.0,2,2,206.84,1,0,0,2023,9,19,18,19,0
143.39,3,46565.92,1,1,0,9,464.7,0,0,998.33,2,1,1,2023,12,9,15,11,0
20.49,3,13125.73,0,1,0,9,285.29,3,1,4607.9,1,0,1,2023,6,23,11,56,0
6.38,2,35919.47,0,0,0,9,381.08,0,1,2693.44,0,1,0,2023,9,18,17,26,0
37.4,0,35452.01,1,0,0,14,60.59,3,2,728.88,3,0,0,2023,5,13,6,28,0
214.2,0,87521.62,0,0,0,14,479.27,4,0,4645.31,3,1,1,2023,10,22,16,43,0
23.9,2,48734.64,1,0,0,4,230.83,0,1,2702.2,2,1,0,2023,11,5,15,9,0
164.51,1,57335.47,2,0,0,5,83.67,3,0,2216.99,3,0,0,2023,11,12,4,12,0
12.27,3,41742.71,1,0,0,6,464.21,4,3,3026.08,3,1,1,2023,6,2,4,23,0
2.78,0,22488.27,2,0,0,11,60.03,3,2,595.39,2,0,0,2023,8,23,19,43,0
185.28,1,6097.87,2,0,0,9,200.79,2,2,3286.55,0,0,0,2023,1,14,8,56,0
163.19,2,7214.55,1,0,0,9,159.98,0,3,1410.11,3,0,0,2023,8,17,19,12,0
40.79,0,72977.23,0,0,0,6,401.14,1,2,1611.53,2,0,0,2023,9,14,8,1,0
24.15,1,31369.93,0,0,0,8,98.04,1,2,2948.15,0,0,0,2023,6,25,4,15,0
37.45,2,75250.71,1,0,0,11,400.37,0,2,3931.12,2,1,0,2023,6,16,23,42,0
100.4,0,31851.56,1,0,0,8,184.38,2,2,838.12,3,1,0,2023,6,3,3,10,0
268.0,3,58444.2,0,0,0,11,240.22,1,1,4424.78,1,0,0,2023,8,30,23,57,0
15.21,0,78127.82,2,0,0,5,290.61,4,3,2274.18,3,0,1,2023,11,15,17,51,0
6.45,1,7058.35,0,0,0,13,218.62,1,1,3402.38,3,0,0,2023,6,12,0,17,0
101.6,0,48702.55,1,0,0,3,451.13,3,0,2096.71,3,0,0,2023,1,7,4,30,0
73.53,1,58720.09,2,1,0,6,187.08,1,3,4116.38,1,0,0,2023,7,7,2,9,0
34.96,3,33205.45,1,0,0,13,277.87,3,1,1570.93,1,0,0,2023,6,9,19,31,0
0.94,1,57149.25,0,0,1,13,193.57,0,1,3652.28,2,1,0,2023,3,31,3,24,0
186.48,0,97371.82,2,0,0,12,99.45,4,3,608.55,0,0,1,2023,9,28,19,10,0
86.9,0,2343.99,2,0,0,6,439.6,1,2,3404.33,1,0,0,2023,4,30,7,59,0
19.01,1,62651.89,1,0,0,4,137.75,1,0,44.36,1,0,0,2023,12,25,3,26,0
198.22,3,45124.79,2,0,0,6,280.69,4,0,484.89,3,0,1,2023,10,2,19,38,0
36.37,0,84811.6,2,0,0,6,146.89,1,2,480.57,1,0,0,2023,9,20,13,55,0
84.85,3,37316.71,1,0,0,11,278.81,2,0,66.32,3,0,1,2023,2,14,1,17,0
221.14,1,53647.47,2,0,0,8,473.45,1,3,2411.43,2,0,0,2023,8,13,12,46,0
63.33,0,24066.56,2,0,0,5,462.4,4,2,3487.44,2,1,1,2023,11,5,11,37,0
5.98,1,56374.48,2,0,0,6,46.6,3,1,3891.81,1,0,0,2023,8,13,13,22,0
8.13,0,25546.98,2,0,0,4,463.86,0,2,2742.38,0,1,0,2023,6,10,18,24,0
39.59,2,87961.97,1,0,0,14,30.28,0,1,2522.26,0,0,0,2023,3,17,0,26,0
57.1,2,69004.61,0,0,0,5,373.85,3,1,4766.59,1,0,0,2023,6,29,5,59,0
11.23,0,42642.92,1,0,1,1,284.85,2,0,3431.93,1,0,0,2023,5,27,2,47,0
125.51,2,6046.97,1,0,1,8,118.75,2,0,4281.87,0,1,0,2023,8,8,19,8,0
7.02,2,41831.09,2,0,0,6,203.6,1,0,4832.61,0,0,0,2023,9,17,20,4,0
89.19,0,13705.21,0,0,0,2,417.77,3,0,4083.67,3,0,0,2023,2,7,23,22,0
13.02,3,34642.5,2,0,1,1,450.52,0,0,407.49,3,1,0,2023,1,2,6,43,0
216.44,3,53215.62,1,0,0,3,44.02,3,0,1934.19,3,0,0,2023,9,9,18,56,0
141.4,0,59460.67,1,0,0,1,173.98,4,3,2719.58,0,1,1,2023,5,9,8,26,0
104.98,0,62404.87,2,0,0,2,124.6,0,1,2982.66,2,0,0,2023,10,25,14,25,0
15.04,1,74564.93,1,0,0,4,237.11,0,2,4215.26,1,1,0,2023,6,11,15,34,0
1.02,1,43861.95,0,0,1,2,48.79,1,0,1325.48,1,0,0,2023,7,22,12,15,0
242.4,0,21717.48,1,0,0,3,201.1,0,2,2503.27,3,0,0,2023,4,19,9,51,0
53.52,2,39843.27,1,0,1,9,461.7,0,1,4987.73,3,1,0,2023,7,1,20,58,0
27.78,0,68437.5,2,0,0,4,402.97,2,3,3129.57,1,0,1,2023,4,10,1,7,0
72.34,1,90388.73,2,0,1,9,264.77,2,2,1457.29,3,0,0,2023,4,3,6,4,0
48.61,1,74979.82,0,0,0,13,221.5,3,3,4232.65,2,0,0,2023,11,24,20,14,0
253.31,2,17868.34,1,0,0,2,303.54,1,3,4641.35,0,1,0,2023,3,30,6,37,0
147.18,2,79042.97,2,0,0,3,321.8,1,1,1014.32,0,1,0,2023,3,20,1,42,0
16.37,2,20449.92,1,0,0,6,321.93,2,1,1987.33,3,0,0,2023,6,14,13,53,0
62.32,1,19253.97,0,0,0,12,273.2,3,2,4031.98,1,0,0,2023,7,11,23,50,0
13.34,2,40241.08,0,1,0,4,87.05,3,1,4377.49,3,0,0,2023,5,17,9,33,0
56.31,0,82968.39,2,0,0,3,51.79,4,2,1342.69,2,0,1,2023,9,22,7,59,0
205.39,1,4225.36,0,0,1,7,70.9,1,1,2083.68,1,0,0,2023,5,4,19,23,0
32.37,1,22156.44,2,0,0,5,371.24,0,0,4734.66,2,0,0,2023,9,15,11,10,0
47.03,3,93681.11,0,0,0,4,97.78,0,0,2463.19,3,1,0,2023,12,6,18,24,0
347.86,1,33960.63,2,0,0,10,88.61,2,3,1217.22,0,1,0,2023,7,19,9,27,0
27.63,2,96621.52,0,0,0,2,195.05,1,2,1602.47,3,0,0,2023,11,27,23,57,0
25.63,1,89280.77,0,0,0,14,62.15,0,2,4697.64,3,0,1,2023,5,19,12,6,0
93.59,2,83906.92,2,0,0,5,369.99,0,1,949.67,1,0,0,2023,5,10,0,38,0
75.46,1,66205.75,0,0,0,2,341.28,3,1,2666.13,1,1,0,2023,10,26,11,38,0
89.78,1,77639.88,0,0,0,14,334.62,4,1,3621.56,1,1,1,2023,8,13,19,6,0
16.24,1,9265.23,1,0,0,2,370.37,3,2,4337.47,3,0,0,2023,8,3,14,26,0
235.37,2,4572.46,1,0,0,2,11.0,1,0,1453.48,3,1,1,2023,7,26,0,3,0
70.91,2,60772.46,0,0,0,13,99.55,1,1,1677.44,3,0,1,2023,2,21,10,33,0
48.78,1,3016.59,1,0,0,14,48.38,3,1,3541.29,2,0,0,2023,10,15,2,51,0
19.09,2,34643.32,1,0,0,13,320.64,4,1,1244.13,1,1,1,2023,12,25,8,45,0
55.64,2,17903.72,2,0,1,2,142.55,1,0,3032.19,3,0,0,2023,12,23,19,53,0
348.03,0,17760.4,1,1,0,4,277.01,1,0,400.58,0,1,0,2023,5,19,19,23,0
79.03,2,3717.13,2,0,0,6,470.69,2,1,1592.09,2,1,0,2023,12,11,23,1,0
239.31,0,17051.25,1,0,0,2,245.63,2,2,421.46,2,0,0,2023,10,22,13,22,0
216.24,3,15909.53,2,0,0,7,378.33,1,1,127.07,0,1,1,2023,3,24,15,36,0
42.64,3,23079.65,1,0,0,9,47.66,1,1,2105.43,2,0,0,2023,2,17,16,49,0
241.57,1,26282.67,0,0,0,10,41.92,0,0,3657.79,3,0,1,2023,8,25,12,13,0
36.49,3,27500.7,2,0,1,5,392.86,0,0,4755.71,0,0,0,2023,1,7,1,41,0
65.51,3,27190.13,2,1,0,2,93.87,3,3,3867.43,1,0,0,2023,9,7,9,47,0
13.55,3,45445.41,1,0,0,13,153.63,2,1,1521.37,3,0,0,2023,10,20,7,6,0
8.23,3,40985.99,0,0,0,8,183.27,1,1,4675.5,2,0,0,2023,6,23,8,37,0
352.24,2,44533.5,0,0,0,6,395.78,2,1,1985.41,3,0,0,2023,3,21,12,8,0
27.06,0,72063.89,0,0,0,7,268.04,0,3,3876.34,2,0,0,2023,2,7,13,45,0
10.92,3,80697.91,0,0,0,6,201.38,2,3,4434.09,3,1,0,2023,4,14,10,29,0
257.28,1,84652.39,0,1,0,1,192.19,3,1,3007.66,2,0,1,2023,9,26,17,17,0
55.99,2,87078.85,2,0,0,7,10.37,2,2,3138.88,1,0,1,2023,1,21,18,22,0
40.23,2,84018.45,0,0,0,13,460.22,2,2,4140.36,0,0,0,2023,1,13,2,10,0
16.22,2,530.42,1,0,0,9,447.26,1,3,79.16,3,0,0,2023,6,27,5,0,0
40.43,0,28709.8,1,0,0,7,482.18,1,0,1570.51,1,0,0,2023,12,15,9,38,0
223.0,1,43179.55,0,0,1,11,185.67,0,0,117.68,3,1,0,2023,8,30,10,58,0
140.21,3,759.56,2,0,0,12,321.3,3,1,1699.05,1,1,0,2023,8,2,19,27,0
80.15,0,17277.98,2,0,0,6,98.82,1,2,4483.29,0,0,0,2023,8,21,19,38,0
410.77,3,22615.05,1,1,0,8,359.8,3,1,86.33,2,0,0,2023,12,6,19,26,0
305.72,1,81426.36,1,0,0,7,163.36,3,3,3358.83,2,1,0,2023,11,30,22,39,0
24.75,0,97197.88,0,0,0,5,86.47,0,3,2005.66,0,0,0,2023,1,14,10,6,0
171.18,1,21226.39,2,0,0,9,488.55,1,2,2073.42,1,1,1,2023,10,9,15,59,0
248.36,0,38917.42,1,0,0,10,196.93,0,0,3439.72,1,0,0,2023,1,31,17,31,0
19.15,3,90254.14,1,1,0,5,255.64,1,0,4705.33,0,0,0,2023,5,2,3,3,0
7.4,0,21849.57,0,0,0,9,178.14,2,1,3222.37,3,1,0,2023,4,22,18,14,0
18.48,0,23756.51,1,0,0,11,35.22,0,3,4633.7,3,0,0,2023,11,2,15,23,0
7.49,0,61738.96,2,0,0,4,471.46,2,3,4201.33,1,0,0,2023,6,23,23,23,0
59.21,2,41675.55,0,0,0,7,318.54,1,2,3442.75,3,0,0,2023,3,19,20,8,0
26.12,0,24281.34,1,0,0,8,219.98,0,2,4573.7,0,0,0,2023,4,28,23,53,0
4.52,3,67597.17,1,0,0,8,424.28,1,0,1561.32,2,0,0,2023,7,24,1,18,0
47.98,1,7338.95,0,0,0,13,462.03,1,0,898.29,3,0,0,2023,8,10,18,40,0
37.08,3,67316.85,0,0,1,5,90.1,1,2,3934.41,2,0,0,2023,8,6,5,32,0
44.19,2,53574.03,0,0,0,13,159.48,1,0,3617.47,0,1,0,2023,1,6,18,46,0
8.55,3,37309.65,1,0,0,12,367.2,0,1,4532.4,1,1,0,2023,8,13,11,45,0
154.04,2,50631.05,0,0,0,12,94.38,3,2,4922.25,3,0,0,2023,12,9,7,47,0
225.78,2,55879.09,1,0,0,12,318.68,2,0,3914.3,1,0,1,2023,6,24,16,12,0
100.03,2,81870.48,0,0,0,12,87.82,1,3,2973.28,0,1,0,2023,10,19,23,13,0
92.39,3,27623.05,2,0,0,8,376.29,0,0,1849.63,3,1,1,2023,2,10,1,14,0
104.78,2,51524.3,0,0,0,1,228.01,0,3,2225.16,2,0,0,2023,8,23,1,45,0
85.93,0,12277.29,2,0,0,1,255.33,3,3,4053.82,2,1,0,2023,3,5,2,52,0
2.51,1,90367.28,2,0,0,4,121.92,3,0,4413.12,3,0,1,2023,5,6,14,11,0
136.32,0,96554.17,1,0,0,11,488.11,3,0,2215.41,2,0,0,2023,3,11,9,40,0
22.98,0,20963.59,1,0,0,10,175.67,1,2,103.08,2,0,0,2023,2,10,12,29,0
